LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
31.0057,31.3349,31.0561,31.043,31.2902,31.1063,30.7214,30.5934,,,,,,13,13,13,54.7,54.7,54.7,26.533,0,108.04,18638000000,107,0.456581,0.498175,0.182066,0.626609,A6TH96,A6TH96,1712,A6TH96_KLEP7,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase),yjfH rlmB KPN_04579,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),243,,cytoplasm [GO:0005737],RNA binding [GO:0003723]; rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039],Cytoplasm;Methyltransferase;rRNA processing;S-adenosyl-L-methionine;Transferase
22.1641,24.121,27.3503,26.5774,24.3817,26.3584,26.7928,27.2754,,,,,,2,2,2,20.2,20.2,20.2,26.522,0,30.418,702980000,28,0.371351,0.389943,-1.14887,-0.789897,A6THA0,A6THA0,1713,A6THA0_KLEP7,Hydrolase,yjfP KPN_04583,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),238,proteolysis [GO:0006508],,serine-type peptidase activity [GO:0008236],Hydrolase
26.4084,26.36,25.9993,25.8761,26.1517,25.9382,25.0444,25.1162,,,,,,2,2,2,8.4,8.4,8.4,27.363,0,21.935,540830000,8,0.986672,0.136361,0.598315,1.41595,A6THA1,A6THA1,1714,A6THA1_KLEP7,DEOR-type transcriptional regulator,yjfQ KPN_04584,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),251,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA-binding;Transcription;Transcription regulation
36.6812,36.4137,36.21,36.2267,36.1058,35.9565,36.1681,36.1726,,,,,,16,16,16,89.3,89.3,89.3,15.117,0,323.31,6.77E+11,720,1.23661,0.19058,0.282155,1.21735,A6THB1,A6THB1,1715,RS6_KLEP7,Small ribosomal subunit protein bS6 (30S ribosomal protein S6),rpsF KPN78578_45210 KPN_04594,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),131,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
33.9606,33.9695,33.8809,33.9676,33.1879,33.4082,33.5733,33.0532,,,,+,MT_WT,5,5,5,50.7,50.7,50.7,8.9863,0,57.601,1.14E+11,532,2.79771,0.0203711,0.639009,2.79734,A6THB3,A6THB3,1716,RS18_KLEP7,Small ribosomal subunit protein bS18 (30S ribosomal protein S18),rpsR KPN78578_45230 KPN_04596,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),75,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
35.9259,36.1281,36.0752,36.1377,36.0211,35.8433,36.1657,35.8341,,,,,,19,19,19,86.6,86.6,86.6,15.793,0,183.3,5.86E+11,1195,0.493043,0.597343,0.100653,0.492829,A6THB4,A6THB4,1717,RL9_KLEP7,Large ribosomal subunit protein bL9 (50S ribosomal protein L9),rplI KPN78578_45240 KPN_04597,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),149,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
32.5449,32.2929,32.5374,32.5673,32.5816,32.5134,31.0147,32.4649,,,,,,11,11,11,36.7,36.7,36.7,24.47,0,212.28,46705000000,146,0.391667,0.45292,0.341962,0.692698,A6THB7,A6THB7,1718,A6THB7_KLEP7,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),fklB KPN_04600,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),226,protein folding [GO:0006457],,peptidyl-prolyl cis-trans isomerase activity [GO:0003755],Isomerase;Rotamase
28.0511,27.6039,27.5307,27.8963,27.6794,28.4601,29.2518,29.5794,,,,,,5,5,5,29.8,29.8,29.8,29.171,0,41.095,2863600000,25,1.15252,0.0818732,-0.972179,-1.75615,A6THC2,A6THC2,1719,A6THC2_KLEP7,Oxidoreductase,ytfG KPN_04605,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),282,,,,
NaN,25.4403,26.3571,26.4803,25.0674,NaN,28.1518,28.4383,,,,,,5,5,5,15.1,15.1,15.1,70.639,0,5.5478,985520000,6,0.42672,0.335357,-1.12665,-0.90937,A6THC4,A6THC4,1720,A6THC4_KLEP7,"2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic protein",cpdB KPN_04607,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),647,nucleotide catabolic process [GO:0009166],cellular anatomical entity [GO:0110165],"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; 3'-nucleotidase activity [GO:0008254]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]",3D-structure;Hydrolase;Metal-binding;Multifunctional enzyme;Nucleotide-binding;Signal
30.3921,30.9017,30.5732,30.4719,31.0989,30.9762,31.2814,30.7878,,,,,,13,13,13,74.9,74.9,74.9,27.353,0,131.19,15526000000,99,1.59458,0.0871815,-0.451315,-1.71077,A6THC5,A6THC5,1721,A6THC5_KLEP7,"3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase)",cysQ KPN_04608,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),247,phosphatidylinositol phosphate biosynthetic process [GO:0046854]; sulfur compound metabolic process [GO:0006790],plasma membrane [GO:0005886],"3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; magnesium ion binding [GO:0000287]",Cell inner membrane;Cell membrane;Hydrolase;Magnesium;Membrane;Metal-binding
30.3727,30.1419,29.972,30.1413,30.1854,30.3674,30.366,30.5521,,,,,,10,10,10,27.4,27.4,27.4,49.494,0,89.44,10585000000,68,0.970836,0.299366,-0.210757,-0.947938,A6THD1,A6THD1,1722,A6THD1_KLEP7,Hemolysin-related membrane protein,ytfL KPN_04614,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),445,,membrane [GO:0016020],flavin adenine dinucleotide binding [GO:0050660],CBS domain;Membrane;Repeat;Transmembrane;Transmembrane helix
30.2968,30.2277,30.0966,30.3659,30.7388,30.4608,30.4762,30.228,,,,,,8,8,8,57.3,57.3,57.3,25.717,0,150.58,11539000000,89,0.988275,0.277027,-0.229218,-0.995499,A6THD2,A6THD2,1723,A6THD2_KLEP7,Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase),msrA KPN_04615,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),232,protein modification process [GO:0036211],,L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113],Oxidoreductase
29.7197,29.8017,29.3215,29.6981,29.4293,29.4994,29.1831,29.2354,,,,,,12,12,12,28.2,28.2,28.2,64.706,0,25.51,6249000000,39,1.20051,0.186501,0.298471,1.23256,A6THD3,A6THD3,1724,A6THD3_KLEP7,Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA),ytfM KPN_04616,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),577,,cell outer membrane [GO:0009279],,Membrane;Signal;Transmembrane;Transmembrane beta strand
29.1776,30.198,30.4229,30.5035,29.7399,30.3147,31.4279,30.9831,,,,,,21,21,21,21.2,21.2,21.2,135.71,0,169.38,12944000000,73,0.517379,0.314204,-0.540907,-0.913412,A6THD4,A6THD4,1725,A6THD4_KLEP7,Autotransporter assembly complex protein TamB,ytfN KPN_04617,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),1258,protein secretion [GO:0009306],plasma membrane [GO:0005886],,Membrane;Transmembrane;Transmembrane helix
28.4373,29.8024,29.5174,29.6406,29.3571,29.4298,28.8602,29.0592,,,,,,3,3,3,33.3,33.3,33.3,10.741,0,30.674,5674600000,33,0.203415,0.673551,0.172887,0.386044,A6THD5,A6THD5,1726,A6THD5_KLEP7,Gamma-glutamylcyclotransferase AIG2-like domain-containing protein,ytfP KPN_04618,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),96,,,,
34.5187,34.4426,34.3105,34.0575,34.8516,34.8386,34.4155,34.4881,,,,,,17,17,17,71,71,71,19.707,0,209.02,2.04E+11,471,1.07522,0.195949,-0.31611,-1.19764,A6THD8,A6THD8,1727,A6THD8_KLEP7,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),ppa KPN_04621,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),176,phosphate-containing compound metabolic process [GO:0006796],cytoplasm [GO:0005737],inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287],Cytoplasm;Hydrolase;Magnesium;Metal-binding
32.5732,32.5736,32.5294,32.4154,32.8895,32.7164,32.8299,32.7881,,,,,,16,16,16,59.6,59.6,59.6,36.746,0,160.24,55863000000,287,2.79242,0.0844674,-0.283049,-1.7344,A6THE3,A6THE3,1728,F16PA_KLEP7,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)",fbp KPN78578_45530 KPN_04626,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),332,gluconeogenesis [GO:0006094],cytoplasm [GO:0005737],"fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; magnesium ion binding [GO:0000287]",Carbohydrate metabolism;Cytoplasm;Hydrolase;Magnesium;Metal-binding
31.4587,31.9867,31.9438,31.7088,31.5083,31.6293,31.3424,31.5291,,,,,,17,17,17,50.3,50.3,50.3,48.532,0,151.02,28501000000,171,1.03996,0.229108,0.27224,1.1041,A6THE4,A6THE4,1729,A6THE4_KLEP7,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)",mpl KPN_04627,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),445,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan turnover [GO:0009254]; regulation of cell shape [GO:0008360],,"ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase activity [GO:0106418]",ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Ligase;Magnesium;Nucleotide-binding;Peptidoglycan synthesis
31.1854,30.7939,31.078,31.0108,30.4486,30.859,30.947,30.6597,,,,,,13,13,13,71,71,71,21.318,0,108.33,16638000000,150,1.08518,0.211924,0.288439,1.15628,A6THE7,A6THE7,1730,Y4557_KLEP7,UPF0307 protein KPN78578_45570,KPN78578_45570 KPN_04630,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),183,,,,
32.1489,32.0875,31.9228,32.2309,31.8933,31.8609,32.0654,32.0882,,,,,,27,27,27,72.9,72.9,72.9,48.485,0,323.31,36995000000,287,0.663443,0.511018,0.120569,0.607333,A6THE8,A6THE8,1731,A6THE8_KLEP7,Maturation of antibiotic MccB17,pmbA KPN_04631,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),450,proteolysis [GO:0006508],,metallopeptidase activity [GO:0008237],
30.0575,29.8177,29.4497,29.529,29.1447,28.2166,29.3325,28.792,,,,,,10,10,10,51.6,51.6,51.6,13.855,0,65.396,6219600000,55,1.61099,0.0509392,0.842021,2.14133,A6THE9,A6THE9,1732,A6THE9_KLEP7,Soluble cytochrome b562,cybC KPN_04632,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),128,,periplasmic space [GO:0042597],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506],Heme;Iron;Metal-binding;Signal
24.8945,23.6777,24.8146,25.6573,25.0032,25.7931,26.298,26.4918,,,,,,2,2,2,17.5,17.5,17.5,26.135,0,12.164,364090000,8,1.12923,0.0782774,-1.13551,-1.78191,A6THF7,A6THF7,1733,A6THF7_KLEP7,Periplasmic protein,KPN_04640,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),246,,,,3D-structure
30.4551,30.3385,30.2261,30.2654,29.8378,29.4441,29.4826,29.1306,,,,+,MT_WT,3,3,3,6,6,6,72.433,0.0039106,1.0004,8756600000,14,2.83249,0.0139692,0.847522,3.20657,A6THF9,A6THF9,1734,A6THF9_KLEP7,Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),frvR KPN_04642,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),636,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982],DNA-binding;Transcription;Transcription regulation;Transferase
32.3603,32.2599,32.4363,32.0386,32.1921,31.9508,32.1359,32.0623,,,,,,30,30,30,43.5,43.5,43.5,80.044,0,323.31,40850000000,246,0.955681,0.329278,0.1885,0.889466,A6THG3,A6THG3,1735,A6THG3_KLEP7,Anaerobic ribonucleoside-triphosphate reductase,nrdD KPN_04646,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),712,DNA replication [GO:0006260],,ATP binding [GO:0005524]; ribonucleoside-triphosphate reductase activity [GO:0008998],ATP-binding;Nucleotide-binding;Organic radical
25.2241,26.9158,27.3723,27.5687,26.0067,27.5443,28.283,28.2969,,,,,,6,6,6,8.8,8.8,8.8,99.922,0,29.741,1496700000,28,0.452181,0.336036,-0.762508,-0.877757,A6THH1,A6THH1,1736,A6THH1_KLEP7,"Magnesium-transporting ATPase, P-type 1 (EC 7.2.2.14) (Mg(2+) transport ATPase, P-type 1)",mgtA KPN_04654,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),902,,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; P-type magnesium transporter activity [GO:0015444],ATP-binding;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Translocase;Transmembrane;Transmembrane helix
31.4128,31.545,31.5247,31.494,31.3935,31.5957,31.8593,31.7176,,,,,,7,7,6,82.8,82.8,77.3,13.589,0,72.973,26770000000,142,0.694904,0.45286,-0.147416,-0.688913,A6THH2,A6THH2,1737,A6THH2_KLEP7,2-iminobutanoate/2-iminopropanoate deaminase,yjgF KPN_04655,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),128,,,,
28.4585,27.591,28.5381,28.3564,26.6891,27.8533,27.1299,26.4178,,,,+,MT_WT,6,6,6,32.5,32.5,32.5,34.237,0,8.9551,1893100000,10,1.71822,0.0342857,1.21348,2.46152,A6THH4,A6THH4,1738,PYRB_KLEP7,Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),pyrB KPN78578_45840 KPN_04657,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),311,'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid metabolic process [GO:0006520],,amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070],Pyrimidine biosynthesis;Transferase
29.4679,29.2092,28.8468,29.6644,29.702,29.5969,28.7819,30.2577,,,,,,4,4,4,60,60,60,16.012,0,62.509,6391900000,57,0.351549,0.501651,-0.287529,-0.62103,A6THH7,A6THH7,1739,A6THH7_KLEP7,Regulator of ribonuclease activity B,yjgD rraB KPN_04660,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),140,regulation of endoribonuclease activity [GO:0060699],cytoplasm [GO:0005737],endoribonuclease inhibitor activity [GO:0060698]; enzyme binding [GO:0019899],Cytoplasm
27.5672,28.4566,28.4423,28.4111,28.6041,27.9851,28.1387,27.8377,,,,,,6,6,6,24.8,24.8,24.8,29.403,0,7.248,2708200000,8,0.104842,0.834574,0.0778875,0.202422,A6THH8,A6THH8,1740,A6THH8_KLEP7,Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA,miaE KPN_04661,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),254,,,tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity [GO:0045301],
34.546,34.6267,34.471,34.4341,34.4299,34.3922,34.2574,34.3211,,,,,,70,70,70,68.1,68.1,68.1,108.38,0,323.31,1.93E+11,921,1.59361,0.272525,0.169319,1.00531,A6THI0,A6THI0,1742,A6THI0_KLEP7,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),valS KPN_04663,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),951,valyl-tRNA aminoacylation [GO:0006438],cytoplasm [GO:0005737],aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832],Aminoacyl-tRNA synthetase;ATP-binding;Coiled coil;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis
32.4556,32.3709,32.4594,32.4945,32.6101,32.2954,32.331,32.3894,,,,,,31,31,31,68,68,68,54.847,0,323.31,47947000000,324,0.203145,0.831373,0.0386171,0.207169,A6THI2,A6THI2,1743,AMPA_KLEP7,Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),pepA KPN78578_45920 KPN_04665,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),503,proteolysis [GO:0006508],cytoplasm [GO:0005737],manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006],Aminopeptidase;Cytoplasm;Hydrolase;Manganese;Metal-binding;Protease
28.0417,28.3388,27.6238,27.8829,28.1487,27.6114,27.6678,27.8265,,,,,,4,4,4,13.4,13.4,13.4,40.391,0,15.189,2103200000,22,0.354669,0.574006,0.158191,0.521601,A6THI3,A6THI3,1744,A6THI3_KLEP7,Lipopolysaccharide export system permease protein LptF,yjgP KPN_04666,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),365,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190],,Cell inner membrane;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport
27.7345,27.4492,28.6943,28.0764,29.4235,29.3857,28.6771,29.4829,,,,+,MT_WT,6,6,6,27.8,27.8,27.8,39.629,0,16.645,3441100000,12,2.058,0.0192184,-1.25373,-2.85451,A6THI4,A6THI4,1745,A6THI4_KLEP7,"Transmembrane protein, transport",yjgQ KPN_04667,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),360,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190],,Cell membrane;Membrane;Transmembrane;Transmembrane helix
30.7321,30.7064,30.5001,30.3946,30.9046,30.7782,30.824,30.7134,,,,,,18,18,18,53.3,53.3,53.3,54.714,0,275.91,14183000000,143,1.29597,0.233402,-0.221743,-1.09752,A6THI5,A6THI5,1746,A6THI5_KLEP7,Enzyme contains P-loop containing nucleotide triphosphate hydrolase domain,yjgR KPN_04668,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),505,,,hydrolase activity [GO:0016787],Hydrolase
30.1765,30.3668,30.0407,30.0663,28.1728,28.2874,27.9632,27.8799,,,,+,MT_WT,8,8,8,30.4,30.4,30.4,36.126,0,50.144,6471300000,43,5.64637,0,2.08675,9.05075,A6THK0,A6THK0,1747,A6THK0_KLEP7,Alcohol dehydrogenase,yjgB KPN_04683,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),339,,,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; zinc ion binding [GO:0008270]",Metal-binding;Oxidoreductase;Zinc
27.8555,28.2338,28.0973,27.135,29.2032,28.7689,28.2751,28.6858,,,,,,8,8,8,51.4,51.4,51.4,19.818,0,33.909,2854600000,32,1.57081,0.0504667,-0.902836,-2.14448,A6THQ0,A6THQ0,1748,A6THQ0_KLEP7,Outer membrane lipoprotein Blc,KPN_04734,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),177,,cell outer membrane [GO:0009279],lipid binding [GO:0008289],Cell outer membrane;Lipid-binding;Lipoprotein;Membrane;Palmitate
29.5567,29.485,29.9205,30.0127,29.575,29.5889,29.6061,29.9557,,,,,,9,9,9,37.8,37.8,37.8,42.405,0,104.07,7140100000,79,0.148756,0.814777,0.0623136,0.230057,A6THQ9,A6THQ9,1750,A6THQ9_KLEP7,JmjC domain-containing protein,KPN_04743,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),373,,,,
27.896,28.4817,27.7524,28.0371,28.1092,27.8567,28.4985,28.2861,,,,,,2,2,2,2.6,2.6,2.6,100.86,0,2.3266,2395700000,19,0.292533,0.624169,-0.145882,-0.456783,A6THR2,A6THR2,1751,A6THR2_KLEP7,"ABC-type multidrug transport system, ATPase component Permease component of an ABC-transporter",KPN_04750,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),914,,ATP-binding cassette (ABC) transporter complex [GO:0043190],ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix
28.0116,28.12,27.986,27.4474,NaN,27.4031,27.7336,27.0875,,,,,,5,5,5,15.8,15.8,15.8,38.688,0,10.255,1645600000,8,1.01302,0.149545,0.483193,1.38798,A6THR3,A6THR3,1752,A6THR3_KLEP7,Paral putative membrane protein,KPN_04751,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),355,,membrane [GO:0016020],,Membrane;Transmembrane;Transmembrane helix
24.9025,25.5115,26.8265,26.6531,25.275,26.2713,27.0173,27.4032,,,,,,2,2,2,8.7,8.7,8.7,37.032,0,19.615,763480000,12,0.33682,0.464004,-0.518326,-0.674457,A6THR4,A6THR4,1753,A6THR4_KLEP7,tryptophan--tRNA ligase (EC 6.1.1.2),trpS KPN_04752,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),335,tryptophanyl-tRNA aminoacylation [GO:0006436],,ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830],Aminoacyl-tRNA synthetase;ATP-binding;Ligase;Nucleotide-binding;Protein biosynthesis
28.1223,28.7593,27.5996,28.5934,28.0206,27.7036,28.364,28.643,,,,,,3,3,3,20.4,20.4,20.4,29.36,0,5.7637,2627700000,16,0.0947339,0.842485,0.085886,0.19421,A6THR9,A6THR9,1754,A6THR9_KLEP7,NAD(P)H dehydrogenase (Quinone),KPN_04757,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),260,,,nucleotide binding [GO:0000166],3D-structure;FAD;Flavoprotein;Nucleotide-binding
25.5974,27.8694,28.7911,29.5979,27.5336,28.1205,29.1748,29.2907,,,,,,4,4,4,27.8,27.8,27.8,26.824,0,13.794,3438400000,25,0.238082,0.569697,-0.565977,-0.527142,A6THS6,A6THS6,1756,A6THS6_KLEP7,ATPase BadF/BadG/BcrA/BcrD type domain-containing protein,yjiL KPN_04764,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),255,,,iron-sulfur cluster binding [GO:0051536],Iron;Iron-sulfur;Metal-binding
30.8681,30.5374,30.7739,30.9301,30.5176,30.5039,30.256,30.6884,,,,,,12,12,12,36,36,36,42.671,0,83.599,14008000000,109,1.21861,0.190487,0.285939,1.21676,A6THS7,A6THS7,1757,A6THS7_KLEP7,2-hydroxyglutaryl-CoA dehydratase,yjiM KPN_04765,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),383,,,,
32.3666,32.9048,32.6394,32.8419,33.5154,33.4539,33.7003,33.5073,,,,+,MT_WT,27,27,27,75.9,75.9,75.9,49.598,0,323.31,79151000000,383,3.18382,0.0121951,-0.856041,-3.51254,A6THT4,A6THT4,1759,A6THT4_KLEP7,Aldehyde dehydrogenase,KPN_04772,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),456,,,aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030],Oxidoreductase
32.4282,32.2164,31.8913,32.2361,32.5008,32.462,32.4268,32.4202,,,,,,5,5,5,51.4,51.4,51.4,18.601,0,108.99,44514000000,192,1.21304,0.21117,-0.259423,-1.1583,A6THT5,A6THT5,1760,A6THT5_KLEP7,Porin,KPN_04773,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),181,,,,Signal
20.6802,21.729,22.0971,21.4542,24.4621,22.8454,24.7574,23.7467,,,,+,MT_WT,2,2,2,8.7,8.7,8.7,36.174,0,9.6412,74375000,9,2.4899,0.008,-2.46279,-3.89574,A6THT6,A6THT6,1761,A6THT6_KLEP7,Synthesis protein,yjiA KPN_04774,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),322,,,hydrolase activity [GO:0016787],Hydrolase
